index,isbn,book_title,book_author,Category,year_of_publication
182339,330327917,The Ice House,Minette Walters,['Fiction'],1995
182357,786004886,The Mentor,R. A. Forster,['Fiction'],1998
182366,60092963,Adventures of a Scottish Heiress,Cathy Maxwell,9,2003
182382,60517611,The Lady in Question,Victoria Alexander,9,2003
182409,425192695,Girls of the Summer,Barbara Bretton,9,2003
182417,446674346,Cloud Mountain,Aimee Liu,9,1998
182420,553802550,The Happiest Baby on the Block : The New Way to Calm Crying and Help Your Baby Sleep Longer,Harvey Karp,['Family & Relationships'],2002
182421,760704767,Historical Whodunits,Mike Ed Ashley,['Detective and mystery stories'],1994
182429,002026478X,AGE OF INNOCENCE (MOVIE TIE-IN),Edith Wharton,['Fiction'],1993
182498,60955406,The Peculiar Memories of Thomas Penman,Bruce Robinson,['Fiction'],2000
182507,140094903,History of News: From the Drum to the Satellite,Mitchell Stephens,9,1989
182508,312089449,Muckraking:  Three Landmark Articles,Fitzpatrick,['History'],1994
182509,312977360,The Church of Dead Girls,Stephen Dobyns,['Fiction'],2001
182540,312992203,"Buck Fever (A Blanco County, Texas, Novel)",Ben Rehder,['Fiction'],2003
182545,034541103X,A Reporter's Life,Walter Cronkite,['Biography & Autobiography'],1997
182559,345425286,News Is a Verb: Journalism at the End of the Twentieth Century (Library of Contemporary Thought),Pete Hamill,['Language Arts & Disciplines'],1998
182563,345428196,Outfoxed,Rita Mae Brown,['Fiction'],2000
182586,038000772X,I'm Ok-You're Ok,Thomas Harris,['Self-Help'],2004
182599,038055111X,Saving the Queen,"William F., Jr. Buckley",['Cold War'],1981
182603,380725584,The Indian in the Cupboard (rack) (Indian in the Cupboard),Lynne Reid Banks,['Juvenile Fiction'],1995
182646,380760975,Tombley's Walk,Crosland Brown,9,1991
182648,380793059,To Bury the Dead,Craig Spector,['Fiction'],2000
182660,394571029,All I Really Need to Know I Learned in Kindergarten: Uncommon Thoughts on Common Things,Robert Fulghum,9,1988
182709,394580567,It Was on Fire When I Lay Down on It,Robert Fulghum,9,1989
182755,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,['Juvenile Fiction'],2001
182859,440128994,God Save the Child,Robert B. Parker,['Fiction'],1994
182880,440129613,The Godwulf Manuscript,Robert B. Parker,['Fiction'],1996
182900,440241286,Gun Monkeys,VICTOR GISCHLER,['Fiction'],2003
182908,446359866,Presumed Innocent,Scott Turow,9,1989
183090,446401617,Where Echoes Live,Marcia Muller,['Fiction'],1992
183113,446512923,Lord of the Dance (The Passover Trilogy),Andrew M. Greeley,9,1984
183117,446602612,The Poet,Michael Connelly,['Fiction'],1997
183196,446603422,Stormy Weather,Carl Hiaasen,9,1996
183270,044661193X,Basket Case,Carl Hiaasen,9,2003
183358,449219410,Skin Tight,Carl Hiaasen,['Fiction'],1990
183404,451188462,Desperation,Stephen King,['Fiction'],1997
183505,451201507,Drudge Manifesto,Matt Drudge,['Biography & Autobiography'],2000
183514,553208799,Chancellor Manuscript,Robert Ludlum,9,1981
183525,553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,['Juvenile Fiction'],1984
183630,553569791,The Last Innocent Man,PHILLIP M. MARGOLIN,['Fiction'],1995
183673,671468464,King Lear,William Shakespeare,9,1999
183678,671723650,How To Win Friends And Influence People,Dale Carnegie,['Business & Economics'],1990
183731,671733354,How to Stop Worrying and Start Living,Dale Carnegie,['Self-Help'],1990
183749,679401032,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door,Robert Fulghum,9,1991
183781,067975833X,Confederates in the Attic : Dispatches from the Unfinished Civil War (Vintage Departures),TONY HORWITZ,['History'],1999
183803,688179053,Deadlines and Datelines,Dan Rather,['Political Science'],2000
183805,743407148,Sherlock Holmes vs. Dracula,Loren Estleman,9,2000
183809,786889624,The Hearse You Came in On (Hitchcock Sewell Mysteries (Paperback)),Tim Cockey,['Fiction'],2001
183837,821767747,Too Good to Be True,Kasey Michaels,['Fiction'],2001
183858,916410641,How Sharp Is Your Pencil?,Allen D. Bragdon,9,1999
183860,096558383X,20 Years of Censored News,Carl Jensen,9,1997
183864,1580081231,2000 What Color is Your Parachute,Richard Nelson Bolles,['Business & Economics'],2000
183869,590455761,One Hungry Monster,Susan H Okeefe,['Books on tape'],1994
183873,446365505,Pleading Guilty,Scott Turow,9,1994
183987,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,['Humor'],1994
184158,25473905,Respect for Acting,Uta  Hagen,['Music'],1973
184163,451203895,4 Blondes,Candace Bushnell,['Fiction'],2002
184314,671531409,Midsummer Nights Dream,William Shakespeare,['Drama'],1984
184324,802132154,"The Complete Plays: The Ruffain on the Stair, Entertaining Mr. Sloan, the Good and Faithful Servant, Loot, the Erpingham Camp, Funeral Games, What the Butler Saw",Joe Orton,['Drama'],1990
184330,804111898,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door,Robert Fulghum,9,1993
184385,345308999,Foundation (Foundation Novels (Paperback)),Isaac Asimov,9,1983
184397,345309006,Foundation and Empire (Foundation Novels (Paperback)),Isaac Asimov,9,1983
184408,345309014,Second Foundation (Foundation Novels (Paperback)),Isaac Asimov,['Life on other planets'],1983
184413,553272535,Night,Elie Wiesel,9,1982
184594,60298774,The Lives of Christopher Chant,Diana Wynne Jones,['Juvenile Fiction'],2001
184595,140296441,Sherlock Holmes and the Red Demon (Sherlock Holmes Mysteries (Penguin)),Larry Millett,9,2001
184600,142002054,Diamonds Are Forever: A James Bond Novel,Ian Fleming,['Fiction'],2002
184606,015259034X,"Over Sea, Under Stone",Susan Cooper,9,1988
184607,312865031,Gravelight,Marion Zimmer Bradley,9,1997
184617,345257162,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)",Stephen R Donaldson,"['Covenant, Thomas (Fictitious character)']",1977
184628,345257170,Illearth War Covenant 2,Stephen Donaldson,9,1978
184639,345257189,Power That Preserves Covenant 3,stephen R Donaldson,"['Covenant, Thomas (Fictitious character)']",1979
184658,345335651,"Queen of Sorcery (The Belgariad, Book 2)",David Eddings,['Fiction'],1989
184697,345347951,Childhood's End,Arthur C. Clarke,['Fiction'],1987
184749,345355237,The Surveillance,Julian May,['Fiction'],1988
184755,345438353,A Case of Conscience (Del Rey Impact),James Blish,['Fiction'],2000
184760,380000547,"The Science Fiction Hall of Fame, Volume IIB",Ben Bova,['Science fiction'],1983
184765,380004658,Bermuda Triangle,Charles Berlitz,"['Body, Mind & Spirit']",1984
184774,399131256,The Eighth Commandment,Lawrence Sanders,9,1986
184777,399136487,Damia (Rowan),Anne McCaffrey,['Fiction'],1992
184787,425037827,Stranger Strg Lnd,Robert A. Heinlein,9,1977
184788,425045048,The Jesus Incident,Frank Herbert,9,1980
184794,425104052,The Hound of the Baskervilles,Sir Arthur Conan Doyle,['Fiction'],1993
184802,425181464,Seduction in Death,J. D. Robb,['Fiction'],2001
184877,440998050,A Wrinkle in Time,Madeleine L'Engle,9,1976
185033,441006345,Fantastic Alice,Margaret Weis,['Fiction'],1999
185036,445406488,The Curse of the Pharaohs,Elizabeth Peters,9,1988
185065,446356018,Cradle,Gentry Lee,9,1989
185089,449212858,Rutland Place,Anne Perry,['Fiction'],1997
185108,449219631,Jaws,Peter Benchley,['Fiction'],1991
185128,451209710,The Dewey Decimal System of Love,Josephine Carr,['Fiction'],2003
185157,451458125,"Fool Moon (The Dresden Files, Book 2)",Jim Butcher,['Fiction'],2001
185174,453010105,Weight Watchers Quick Start Program Cookbook: Including the Full Exchange Plan,Jean Nidetch,9,1984
185176,515090298,Catcher in the Wry,Bob Uecker,9,1988
185178,553109405,Black Sunday,Thomas Harris,['New Orleans (La.)'],1994
185181,553142046,Dragonsong,Anne Mccaffrey,['Dragons'],1994
185190,553213377,The Three Musketeers (Bantam Classics),ALEXANDRE DUMAS,['Fiction'],1984
185213,553234617,Wizard of Earthsea,Ursula K. Le Guin,9,1984
185225,553239813,Little Drummer Girl,John Lecarre,['English fiction'],1984
185251,553574353,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,['True Crime'],1996
185266,671017225,I KNOW WHAT YOU DID LAST SUMMER,Lois Duncan,['Detective and mystery stories'],1997
185277,671454056,RIVER LADY,Jude Deveraux,['Eighteenth century'],1985
185282,067150987X,Winter's Tale,Mark Helprin,['Burglars'],1984
185328,671700103,"The Eyes of the Beholders (Star Trek: The Next Generation, No. 13)",A.C. Crispin,['Fiction'],1990
185353,067170561X,"Contamination (Star Trek: The Next Generation, No. 16)",John Vornholt,['Fiction'],1991
185373,671720139,BLACK THRONE,Roger Zelazny,['Fiction'],1990
185378,671721100,Born to Run,Mercedes Lackey,['Fiction'],1992
185392,671721380,Wheels Of Fire (Serrated Edge 2),Mercedes Lackey,['Fiction'],1992
185407,671721755,IF I PAY THEE NOT IN GOLD,Launius Anthony,['Fiction'],1993
185417,671735160,"Strike Zone (Star Trek: The Next Generation, Book 5)",Peter David,9,1990
185419,067174139X,"Masks (Star Trek The Next Generation, No 7)",John Vornholt,['Fiction'],1991
185425,671888021,"Lame Deer, Seeker of Visions",Richard Erdoes,9,1994
185429,671894226,Federation (Star Trek),Judith Reeves-Stevens,['Fiction'],1994
185436,684825457,It Takes A Village,Hillary Rodham Clinton,9,1996
185446,689840349,"Greenwitch (Cooper, Susan. Dark Is Rising Sequence.)",Susan Cooper,9,2000
185448,786889527,Night Gardening,E. L. Swann,['Fiction'],2000
185461,812505018,The Secret Garden,Frances Hodgson Burnett,['Fiction'],1989
185467,089190672X,Circus,Allistair MacLean,9,1976
185468,1879371782,Dying for Chocolate (Culinary Mysteries (Audio)),Diane Mott Davidson,9,1996
185470,380569035,Earthly Powers,Anthony Burgess,9,1981
185476,590425390,Kneeknock Rise,Natalie Babbitt,['Detective and mystery stories'],1994
185482,671007106,LOST IN VEGAS THE SECRET WORLD OF ALEX MACK 23 (ALEX MACK),John Peel,9,1998
185483,871137410,This Place You Return to Is Home,Kirsty Gunn,['Fiction'],1999
185487,039480001X,The Cat in the Hat,Dr. Seuss,['Juvenile Fiction'],1957
185539,345273303,Another Roadside Attraction,Robbins,"['Science fiction, American']",1977
185551,446365661,Wall of Brass,Robert Daley,9,1995
185559,440201101,More Die of Heartbreak,Saul Bellow,['Fiction'],1988
185567,749930888,Sisters in Arms,Catherine Jones,9,1999
185570,1857022424,Shipping News,E Annie Proulx,['Domestic fiction'],1994
185641,1561383619,"The Quotable Traveler: Wise Words for Travelers, Explorers, and Wanderers/Miniature Book",Running Press,['Travel'],1994
185643,393317552,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,['History'],1999
185710,068484477X,STONES FROM THE RIVER,Ursula Hegi,9,1997
186051,375504397,Black House,Stephen King,['Fiction'],2001
186148,452283205,Falling Angels,Tracy Chevalier,9,2002
186279,684853515,Hearts In Atlantis : New Fiction,Stephen King,['Fiction'],1999
186366,316779237,Holidays on Ice : Stories,David Sedaris,9,1998
186429,374524912,Coyote V. Acme,Ian Frazier,['Humor'],1997
186434,385421982,The Pelican Brief,JOHN GRISHAM,['Fiction'],1992
186490,393040135,Love Warps the Mind a Little,John Dufresne,['Fiction'],1997
186501,679402470,Millroy the Magician,Paul Theroux,9,1994
186508,875427324,Witta: An Irish Pagan Tradition (Llewellyn's World Magic),Edain McCoy,"['Body, Mind & Spirit']",1993
186514,892962275,Black House,Patricia Highsmith,9,1988
186515,055344171X,"The Princess and the Pea (Loveswept, No 589)",Fayrene Preston,['Fiction'],1993
186516,733801862,Book of D'ni (Myst),Rand Miller,9,1994
186517,875421180,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,"['Body, Mind & Spirit']",1988
186566,055308013X,Private Eyes,Jonathan Kellerman,['Fiction'],1992
186576,8439709498,Vivir Para Contarla,Gabriel Garcia Marquez,"['Authors, Colombian']",2002
186583,460872125,Pride and Prejudice (Everyman Paperback Classics),Jane Austen,['Fiction'],1993
186584,345311965,Pebble in the Sky,Isaac Asimov,9,1983
186594,451139739,Christine,Stephen King,['Fiction'],1983
186605,553236202,Something Wicked This Way Comes,Ray Bradbury,9,1983
186608,2020606291,Amours sorciÃ?Â¨res (export),Jelloun,['Short Stories'],2003
186611,786861363,Knee Deep in Paradise,Brett Butler,9,1996
186632,038072975X,Midnight Champagne : A Novel (Mysteries & Horror),A. Manette Ansay,9,2000
186665,60975210,The Lover,Marguerite Duras,['Fiction'],1992
186671,014006690X,The Women of Brewster Place (Penguin Contemporary American Fiction Series),Gloria Naylor,['Fiction'],1983
186708,226424197,French Lessons: A Memoir,Alice Kaplan,['Biography & Autobiography'],1994
186717,316085251,The Boys of My Youth,Jo Ann Beard,9,1999
186732,374230072,Required Reading: Why Our American Classics Matter Now,Andrew Delbanco,['Literary Criticism'],1997
186734,374521352,The Dwarf,Par Lagerkvist,9,1958
186739,451185560,Fear of Flying,Erica Jong,9,1996
186763,452261589,The Art and Craft of Feature Writing,William E. Blundell,9,1988
186765,874771641,Becoming a Writer,Dorothea Brande,9,1981
186771,1885167172,Who's Running Your Career?: Creating Stable Work in Unstable Times,Caela Farren,['Business & Economics'],1997
186772,1853260401,Three Musketeers (Wordsworth Classics),Alexandre Dumas,['Fiction'],1997
186795,024189865X,"The bear's whelp: The autobiography of Robert Dudley, Duke of Northumberland, Earl of Warwick and Earl of Leicester in the Holy Roman Empire",Derek A Wilson,9,1978
186796,034525855X,A spell for Chameleon (Magic of Xanth),Piers Anthony,['Xanth (Imaginary place)'],1977
186805,345275675,"The White Dragon (Dragonriders of Pern, V. 3)",Anne McCaffrey,['Fiction'],1981
186806,345365399,Wolfwalker,Tara K. Harper,['Fiction'],1990
186818,345371615,Lightwing,Tara K. Harper,['Fiction'],1992
186819,345371623,"Storm Runner (Tales of the Wolves, Book 3)",TARA K. HARPER,['Fiction'],1993
186824,345371631,Shadow Leader,Tara K. Harper,['Fiction'],1991
186832,345380517,Cat Scratch Fever,Tara K. Harper,['Fiction'],1994
186839,345380525,Cataract,Tara K. Harper,9,1995
186845,345380533,Grayheart,Tara K. Harper,9,1996
186849,345406346,"Wolf's Bane (Wolves Series , No 5)",Tara K. Harper,['Fiction'],1997
186851,345406354,"Silver Moons, Black Steel",Tara K. Harper,['Fiction'],2001
186853,385496753,The Heartsong of Charging Elk : A Novel,JAMES WELCH,9,2001
186861,441135560,Damia (Ace Science Fiction),Anne McCaffrey,['Fiction'],1993
186889,451160533,She Who Remembers,Linda Lay Shuler,9,1989
186942,451190955,Let the Drum Speak: A Novel of Ancient America,Linda Lay Shuler,['Fiction'],1997
186957,553148001,The Clan of the Cave Bear : a novel,Jean M. Auel,['American fiction'],1981
186996,553284460,"OKLAHOMA PRIDE (Holts : An American Dynasty, Vol 2)",DANA FULLER ROSS,['Fiction'],1990
186998,671016873,The Messengers : A True Story of Angelic Presence and the Return to the Age of Miracles,Julia Ingram,9,1998
187002,671720414,Generation Warriors,Anne McCaffrey,9,1991
187019,773671358,Our Cops - Their Stories,Iris Gadd,9,1987
187022,773760555,A Circle of Silver (Circle of Silver Chronicles),Maxine Trottier,['Juvenile Fiction'],2000
187023,1579542085,Pets' Letters to God,Mark Bricklin,9,1999
187031,3789131202,Der Prinz und der Bottelknabe. Oder ErzÃ?Â¤hl mir vom Dow Jones. ( Ab 12 J.).,Kirsten Boie,9,1997
187032,195103793,Managing Your Mind: The Mental Fitness Guide,Gillian Butler,9,1995
187036,671019449,FLOWERS IN THE ATTIC (Dollanger Saga (Paperback)),V.C. Andrews,['Fiction'],1997
187040,811807282,The Secret Language of Dreams: A Visual Key to Dreams and Their Meanings,David Fontana,9,1994
187066,816303630,It Must Have Been an Angel (Redwood Paperback; 119),Marjorie L. Lloyd,9,1980
187067,152105328,The Borrowers Avenged,Mary Norton,['Juvenile Fiction'],1990
187069,8472236552,UN Viejo Que Leia Novelas De Amor/the Old Men Who Read Love Stories (ColecciÃ³n Andanzas),Luis Sepulveda,['Fiction'],1993
187092,60283122,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,['Juvenile Fiction'],1999
187099,671028367,Deadly Decisions,Kathy Reichs,['Fiction'],2001
187190,28642333,The Complete Idiot's Guide(R) to Understanding Islam,Yahiya Emerick,['Religion'],2001
187193,440235642,Black May : The Epic Story of the Allies' Defeat of the German U-Boats in May 1943,MICHAEL GANNON,9,1999
187198,330486705,Louise Brindley Omnibus (Pb),Brindley Louise,9,2000
187199,670881872,An incidental memoir,Robin Dalton,['Literary agents'],1998
187200,848856497X,El buscador de sueÃ±os (Narrativa / Huerga & Fierro Editores),RaÃºl Torres,9,1996
187202,64400557,Charlotte's Web (Trophy Newbery),E. B. White,['Juvenile Fiction'],1974
187331,440111811,Changes,Danielle Steel,9,1984
187404,067166607X,Bambi (Bambi),Felix Salten,['Juvenile Fiction'],1988
187410,312870582,01-01-00: A Novel of the Millennium,R. J. Pineiro,9,1999
187420,325720485X,Ediths Tagebuch.,Patricia Highsmith,9,1980
187421,3257224974,Die Wahrheit Ã?Â¼ber Lorin Jones. Roman.,Alison Lurie,9,1992
187422,3257228031,Flamingofeder.,Laurens van der Post,9,1995
187423,3257229372,Liebessabotage.,Amelie Nothomb,9,2001
187427,3257231652,Top Job.,Jason Starr,9,2000
187432,3404122631,Sonnenfeuer. Der grosse Australienroman.,Patricia Shaw,9,1995
187437,3404122763,Das fÃ?Â¼nfte Evangelium.,Philipp Vandenberg,['Fiction'],1995
187443,3404123425,Weites wildes Land. Der dramatische Roman des fÃ?Â¼nften Kontinents.,Patricia Shaw,9,1995
187452,3404139674,Operation Schneewolf.,Glenn Meade,9,1998
187459,3404142624,Der schwarze Kelch.,Peter Berling,['Fiction'],1999
187462,3404147294,Der Sohn des Kreuzfahrers.,Stephen Lawhead,['Fiction'],2002
187466,3404147596,Der Sohn des Himmels.,Robert Carter,9,2002
187467,3423107421,"Der Ritter, den es nicht gab. Roman.",Italo Calvino,9,1987
187468,3423123222,Verlorene WÃ?Â¼nsche.,Anita Brookner,9,1997
187469,3423130199,Ein Job.,Irene Dische,9,2002
187471,3423202823,Die StÃ?Â¼rme des Lebens. Roman.,Catherine Gaskin,9,1999
187473,3426619857,Verso Casa. Heimwege.,Susanna Tamaro,9,2002
187474,3442353793,Des Teufels Kardinal.,Allan Folsom,9,2000
187481,3442420970,AbgrÃ?Â¼ndig.,David L. Lindsey,9,1993
187486,3442424747,Ã?Â?bermorgen.,Allan Folsom,9,1997
187487,344272578X,Die LuftgÃ?Â¤ngerin.,Robert Schneider,9,1999
187491,3442728363,Die Abbildung.,Helen Humphreys,9,2002
187494,3446178694,Der Virtuose.,Margriet de Moor,9,1994
187498,345305136X,Das Schweigen der LÃ?Â¤mmer.,Thomas Harris,9,1991
187525,3453061187,Die Jury. Roman.,John Grisham,9,1992
187550,3453064038,Incubus. Roman.,Colin Forbes,9,1993
187553,3453088530,Alistair MacLean's Zeit der AttentÃ?Â¤ter.,Alistair MacLean,9,1995
187554,3453150244,"Diana-TaschenbÃ?Â¼cher, Nr.16, Das franzÃ?Â¶sische Testament",Andrei Makine,['Boys'],1999
187558,3453161394,Der gefallene Engel.,Paul Doherty,9,2000
187563,3453198840,Der Gesang des Troubadours.,Clara Pierre,9,2002
187565,3458335684,Die Versuchung des heiligen Antonius.,Gustave Flaubert,9,1996
187566,3492220169,Die Felder der Ehre.,Jean Rouaud,9,2000
187568,349922710X,Die Prozedur.,Harry Mulisch,['Dutch literature'],2000
187570,3499228548,Sehr blaue Augen.,Toni Morrison,9,2000
187572,3499233002,In guten wie in schlechten Tagen.,Carole Matthews,9,2003
187573,3499233045,Die Reise nach Karlsbad.,Ruth Berger,['Courtship'],2003
187575,3518393421,Wo ein Vogel am schÃ?Â¶nsten singt.,Alexandro Jodorowsky,9,1998
187577,354824789X,Browns Grabgesang. Kriminalroman.,James Ellroy,9,2000
187579,3548248845,Der Fluch des Falken.,Elizabeth Peters,9,2000
187581,3548252192,Der Schneefalke.,Stuart Harrison,9,2001
187584,3548257623,Die ZuckerbÃ?Â¤ckerin.,Petra Durst-Benning,9,2002
187590,3579007335,Muslimische Frauen in Deutschland erzÃ?Â¤hlen Ã?Â¼ber ihren Glauben.,Frauke Biehl,9,1999
187592,3596129397,Mit fÃ¼nfzig kÃ¼ssen MÃ¤nner anders: Roman (Die Frau in der Gesellschaft),Dorit Zinn,9,1995
187595,3596134153,Die Klage des Distelfinken.,Anna Maria Ortese,9,1997
187596,3596141990,Das Geheimnis der Maske.,Diana Norman,9,1999
187598,3596150531,Der unschickliche Antrag.,Andrea Camilleri,9,2001
187600,3627000927,Holzschnitte von Frauen. ErzÃ?Â¤hlungen.,Dagoberto Gilb,9,2002
187601,3746613531,Kleine SchwÃ?Â¤ne.,Eva Maaser,9,2002
187603,3746616360,Das Puppenkind.,Eva Maaser,9,2000
187611,3746618169,Tango Finale.,Eva Maaser,['Detective and mystery stories'],2002
187613,3746619394,Die Provencalin. Sonderausgabe.,Frederik Berger,9,2003
187617,3746650291,Narrenweisheit oder Tod und VerklÃ?Â¤rung des Jean- Jacques Rousseau.,Lion Feuchtwanger,9,1998
187618,9582700319,Manuela (Narrativa colombiana),Lindy Arriaga DÃ­az,9,1999
187620,9972847012,Los amigos que perdÃ­,Jaime Bayly,['Fiction'],2000
187622,051604642X,The story of the U.S.S. Arizona (Cornerstones of freedom),R. Conrad Stein,['Arizona (Battleship)'],1977
187623,345289072,Inherit the Stars,Hogan P.,9,1979
187625,345313577,"Job, a comedy of justice",Arthur C. Clarke,9,1984
187627,345379802,Star Wars: The Han Solo Adventures/3 Books in One,Brian Daley,['Comics & Graphic Novels'],1993
187640,380803151,Avalanche Soldier,Susan R. Matthews,['Fiction'],1999
187644,553297988,"Jedi Search (Star Wars: The Jedi Academy Trilogy, Vol. 1)",Kevin J. Anderson,['Fiction'],1994
187689,553568728,Star Wars: The Truce at Bakura (Star Wars (Random House Paperback)),Kathy Tyers,['Fiction'],1994
187714,671654209,"The Burning Eye (Warworld, Book 1)",Jerry Pournelle,['Fiction'],1988
187717,671720406,ROIL OF STARS,Don Wismer,9,1991
187718,679448594,Primary Colors: A Novel of Politics,Anonymous,['Fiction'],1996
187791,743435346,The Warmasters,David Weber,['Fiction'],2002
187792,884046818,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,['Fiction'],1991
187852,886778697,The Faded Sun Trilogy,C. J. Cherryh,['Fiction'],2000
187864,61030635,Wild Justice,Phillip Margolin,['Fiction'],2001
187933,006109157X,Dead Eyes,Stuart Woods,9,1994
187962,345444892,"Murder at Ford's Theatre (Truman, Margaret, Capital Crimes Series.)",MARGARET TRUMAN,['Fiction'],2002
187976,375500685,Murder at the Library of Congress,Margaret Truman,['Fiction'],1999
187985,375503218,My Cat Spit McGee,Willie Morris,['Biography & Autobiography'],1999
187990,425189104,Murder on Mulberry Bend (Gaslight Mystery),Victoria Thompson,['Fiction'],2003
187996,440221315,The Gift,DANIELLE STEEL,['Fiction'],1996
188081,446613436,The Guardian,Nicholas Sparks,9,2004
188163,449006530,Midnight Voices,JOHN SAUL,['Fiction'],2003
188231,451205294,Fatal Care,Leonard Goldberg,9,2001
188236,553576011,Send No Flowers,SANDRA BROWN,['Fiction'],2000
188267,671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,['Fiction'],1995
188403,056353723X,Down to Earth: The Year of the Cornflake (Down to Earth),Faith Addis,['Country life'],2000
188409,747257574,"Somewhere, Someday",Josephine Cox,['Fiction'],2001
188416,752851950,The Little Princesses,Marion Crawford,9,2002
188417,755310047,Josephine Cox,Piers Dudgeon,9,2001
188419,185326041X,The Great Gatsby,F. Scott Fitzgerald,['Fiction'],1999
188445,8483109263,Panorama Desde El Puente,Arthur Miller,9,2004
188446,142003190,A Noble Radiance,Donna Leon,['Fiction'],2003
188469,312272057,Dry: A Memoir,Augusten Burroughs,['Biography & Autobiography'],2003
188508,042518336X,American Fuji,Sara Backer,['Fiction'],2002
188534,30181011,A Kiss on the Nose Turns Anger Aside,Charles M. Schulz,9,1995
188536,64407055,Ella Enchanted (Trophy Newbery),Gail Carson Levine,['Juvenile Fiction'],1998
188582,64408086,"Ascension (Water Trilogy, Book 1)",Kara Dalkey,['Juvenile Fiction'],2002
188590,141309814,The Hero and the Crown,Robin McKinley,9,2000
188599,312860684,Grimmy: Friends Don't Let Friends Own Cats!,Mike Peters,['Humor'],1996
188605,031286258X,"The Books of Great Alta : Comprising 'Sister Light, Sister Dark' and 'White Jenna' (Books of Great Alta)",Jane Yolen,9,1997
188607,316107018,"Politically, Fashionably, and Aerodynamically Incorrect: The First Outland Collection",Berkeley Breathed,['Humor'],1992
188616,316358568,The Blue Lotus (The Adventures of Tintin),Herge,9,1984
188621,345296702,The Walls of Air (Darwath Trilogy),Barbara Hambly,9,1988
188630,345296710,The Armies of Daylight (Darwath Trilogy),Barbara Hambly,['Fiction'],1995
188644,345319656,The Time of the Dark (The Darwath Trilogy Series),Barbara Hambly,['Fiction'],1988
188655,345320115,Garfield Sits Around the House (Garfield (Numbered Paperback)),JIM DAVIS,9,1984
188668,345328175,The Day of the Triffids,John Wyndham,9,1986
188677,345335805,Garfield Tips the Scales (Garfield (Numbered Paperback)),Jim Davis,['Humor'],1989
188680,345413350,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,['Juvenile Fiction'],1997
188845,345441435,Prospero's Children,Jan Siegel,9,2001
188870,042507448X,Gods of Riverworld 5 (Riverworld Saga),Philip Jose Farmer,9,1985
188876,425132153,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,9,1995
188893,439436559,"Grim Tuesday (Keys to the Kingdom, Book 2)",Garth Nix,9,2004
188896,439551234,"Mister Monday (Keys to the Kingdom, 1)",Garth Nix,9,2003
188910,441004385,Winter Rose,Patricia A. McKillip,9,1997
188923,441007023,"The Sword (The Sword, the Ring, and the Chalice, Book 1)",Deborah Chester,['Fiction'],2000
188939,044100704X,Aliens Among Us,Jack Dann,9,2000
188943,441007570,"The Ring (The Sword, the Ring, and the Chalice, Book 2)",Deborah Chester,9,2000
188951,441007961,"The Chalice (The Sword, the Ring, and the Chalice, Book 3)",Deborah Chester,['Fiction'],2001
188955,044100895X,Ombria in Shadow,Patricia  A. McKillip,9,2002
188959,441009972,The Queen's Gambit,Deborah Chester,9,2002
188963,441068804,The Blue Sword,Robin McKinley,['Fiction'],1991
188990,553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,['Fiction'],1984
189058,058253531X,Magic Slippers (New Method Supplementary Readers: Stage 2),B. Lumsden Milne,9,1988
189059,613325419,Fantastic Beasts and Where to Find Them,J. K. Rowling,['Juvenile Fiction'],2001
189083,613329740,Quidditch Through the Ages,J. K. Rowling,9,2001
189104,688124887,Hexwood,Diana Wynne Jones,9,1994
189107,812504755,The Legend of Sleepy Hollow,Washington Irving,['Fiction'],1990
189113,836217225,Revelations From A 45-Pound Purse,Cathy Guisewite,['Humor'],1993
189122,836217616,The Child Within Has Been Awakened : A Cathy Collection But the Old Lady on the Outside Just Collapsed (A Cathy Collection),Cathy Guisewite,9,1994
189126,836218353,Yukon Ho!,Bill Watterson,9,1989
189159,836220676,Valley Of The Far Side,Gary Larson,9,1985
189190,886777828,"The Dreaming Tree: The Dreamstone, the Tree of Swords and Jewels",C. J. Cherryh,['Fiction'],1997
189201,156389470X,Stardust,Neil Gaiman,['Comics & Graphic Novels'],1999
189204,1569316961,"Ceres: Celestial Legend, Vol. 1",Yu Watase,9,2002
189211,1853260096,Hamlet (Wordsworth Classics),William Shakespeare,['Drama'],1997
189220,2842772032,Paysages de Bretagne,Philip Plisson,9,1999
